,make,model,year,kms,kind,price
6954,Volkswagen,Bora,2013,108000,Sedán,6486.49
5782,Volkswagen,Suran,2014,63000,Monovolumen,6716.22
9304,Volkswagen,Gol Trend,2013,28600,Hatchback,5945.95
8379,Honda,CR-V,2014,93600,SUV,18648.65
4983,Volkswagen,Vento,2014,97000,Sedán,10810.81
2753,Ford,Ranger,2013,97000,Pick-Up,14729.73
3643,Ford,Fiesta Kinetic Design,2011,91000,Hatchback,6216.22
8072,Ford,Fiesta Kinetic Design,2014,70000,Hatchback,8918.92
562,Volkswagen,Amarok,2015,67000,Pick-Up,15621.62
1188,Ford,Focus III,2014,74000,Sedán,7837.84
2812,Volkswagen,Bora,2013,44500,Sedán,7702.7
4775,Ford,Ecosport,2011,125000,SUV,6027.03
5420,Ford,Ecosport,2012,125000,SUV,6200.0
8982,Volkswagen,Voyage,2011,150000,Sedán,5270.27
557,Ford,Focus III,2015,44000,Hatchback,13513.51
1252,Volkswagen,Vento,2011,130000,Sedán,9189.19
515,Volkswagen,Suran,2013,91000,Monovolumen,6351.35
5892,Volkswagen,Suran,2012,100000,Monovolumen,6216.22
3679,Mercedes Benz,Clase C,2011,117000,Sedán,13743.24
5826,Volkswagen,Up!,2017,30000,Hatchback,8648.65
5759,Ford,Transit,2014,51000,Monovolumen,26486.49
6106,Volkswagen,Vento,2011,119000,Sedán,8378.38
9215,Ford,Fiesta Kinetic Design,2013,80000,Hatchback,7837.84
2236,Honda,CR-V,2011,130000,SUV,12162.16
7990,Volkswagen,Suran,2012,128000,Monovolumen,6621.62
3571,Volkswagen,Suran,2012,100000,Monovolumen,7027.03
8766,Volkswagen,Bora,2011,65000,Sedán,6351.35
2723,Volkswagen,Gol Trend,2015,26000,Hatchback,6621.62
6255,Volkswagen,Suran,2012,140000,Monovolumen,5135.14
5002,Ford,Ka,2013,55000,Hatchback,5108.11
954,Ford,Fiesta Kinetic Design,2011,103800,Hatchback,5675.68
2896,Ford,Fiesta Kinetic Design,2014,56000,Hatchback,9324.32
3477,Volkswagen,Amarok,2015,68000,Pick-Up,18918.92
4589,Ford,Ecosport,2011,131000,SUV,5405.41
4571,Volkswagen,Amarok,2012,122000,Pick-Up,13108.11
1063,Volkswagen,Gol Trend,2017,22000,Hatchback,7702.7
4364,Volkswagen,Suran,2012,67500,Monovolumen,6486.49
896,Volkswagen,Vento,2011,87500,Sedán,11000.0
3333,Volkswagen,Suran,2015,72151,Monovolumen,9189.19
1269,Ford,Fiesta Kinetic Design,2014,30000,Hatchback,6891.89
1810,Ford,Ranger,2013,112000,Pick-Up,16081.08
3820,Volkswagen,Voyage,2013,98000,Sedán,4459.46
8650,Volkswagen,Gol Trend,2011,110000,Hatchback,5386.49
8126,Ford,Ranger,2011,111000,Pick-Up,8432.43
2357,Ford,Ecosport,2013,78000,SUV,9189.19
5276,Volkswagen,Vento,2013,75000,Sedán,10405.41
117,Ford,Fiesta Kinetic Design,2013,61000,Hatchback,6756.76
8969,Volkswagen,Amarok,2013,97000,Pick-Up,18108.11
4942,Ford,Fiesta Kinetic Design,2013,110000,Hatchback,7837.84
9977,Ford,Ecosport,2013,86000,SUV,8783.78
2362,Ford,Focus II,2011,118000,Hatchback,6486.49
5845,Volkswagen,Vento,2011,78000,Sedán,12702.7
9571,Volkswagen,Tiguan,2012,116000,SUV,13243.24
1949,Mercedes Benz,Clase C,2011,66000,Sedán,13378.38
5688,Ford,Fiesta Kinetic Design,2011,87000,Hatchback,7297.3
9855,Ford,Ecosport,2013,90100,SUV,10270.27
820,Volkswagen,Amarok,2015,105000,Pick-Up,22162.16
6493,Volkswagen,Tiguan,2013,111000,SUV,13783.78
6297,Volkswagen,Scirocco,2013,56000,Coupé,15540.54
7124,Volkswagen,Gol Trend,2012,72400,Hatchback,4594.32
6654,Volkswagen,Gol Trend,2013,54000,Hatchback,4864.86
9053,Volkswagen,Amarok,2017,19500,Pick-Up,14054.05
6343,Volkswagen,Golf,2017,7500,Hatchback,945.95
1760,Volkswagen,Crossfox,2011,135000,Hatchback,5405.41
7992,Ford,Ecosport,2011,57100,SUV,7156.76
2498,Ford,Ecosport,2012,85000,SUV,5945.95
1235,Ford,Fiesta Kinetic Design,2011,86000,Hatchback,6702.7
6699,Volkswagen,Gol,2012,128000,Hatchback,3756.76
1344,Volkswagen,Suran,2012,87000,Monovolumen,6081.08
815,Volkswagen,Golf Variant,2015,55000,Rural,11891.89
4879,Ford,Ranger,2013,160000,Pick-Up,15000.0
6180,Ford,Ecosport,2013,85000,SUV,9459.46
3033,Ford,Fiesta Kinetic Design,2017,21000,Hatchback,9459.46
7805,Volkswagen,Saveiro,2017,10000,Pick-Up,9864.86
6116,Volkswagen,Voyage,2012,75000,Sedán,4567.57
4204,Ford,Fiesta Kinetic Design,2017,22000,Hatchback,11621.62
2957,Ford,Focus II,2011,100000,Hatchback,6297.3
2578,Ford,Focus III,2017,27000,Hatchback,15810.81
3657,Volkswagen,Virtus,2018,11111,Sedán,14864.86
478,Volkswagen,Vento,2015,28000,Sedán,12162.16
977,Volkswagen,Vento,2012,100000,Sedán,7972.97
8962,Volkswagen,Vento,2011,82000,Sedán,11081.08
4746,Ford,Ranger,2013,60000,Pick-Up,14054.05
6432,Ford,Ranger,2015,85000,Pick-Up,20000.0
4730,Volkswagen,Gol Trend,2013,84000,Hatchback,5135.14
1498,Ford,Focus II,2012,75000,Hatchback,7027.03
1660,Ford,Ranger,2013,142100,Pick-Up,12162.16
785,Ford,Ecosport,2017,16300,SUV,13372.97
3470,Ford,Fiesta Kinetic Design,2017,26000,Hatchback,9189.19
1967,Volkswagen,Vento,2015,63500,Sedán,11756.76
6316,Volkswagen,Suran,2013,83500,Monovolumen,6486.49
6007,Ford,Focus III,2013,102000,Hatchback,10756.76
3182,Ford,Fiesta Kinetic Design,2013,100000,Hatchback,6351.35
3609,Volkswagen,Amarok,2013,155000,Pick-Up,19459.46
5063,Volkswagen,Saveiro,2015,53000,Pick-Up,7567.57
3645,Mercedes Benz,Clase GLE,2016,17000,SUV,2837.84
4345,Volkswagen,Voyage,2013,98000,Sedán,5945.95
145,Ford,Fiesta Kinetic Design,2013,74000,Hatchback,6621.62
2238,Volkswagen,Amarok,2014,88000,Pick-Up,15135.14
8057,Volkswagen,Fox,2012,107000,Hatchback,5135.14
2377,Ford,Ecosport,2013,42000,SUV,11081.08
3481,Ford,Fiesta Kinetic Design,2015,56000,Hatchback,11621.62
3702,Volkswagen,Vento,2013,96000,Sedán,12162.16
441,Ford,Ecosport,2011,80000,SUV,5135.14
9559,Mercedes Benz,Clase A,2016,20000,Hatchback,1267.57
8049,Ford,Fiesta Kinetic Design,2017,11000,Hatchback,10810.81
658,Volkswagen,Gol Trend,2013,108000,Hatchback,6756.76
7557,Volkswagen,Vento Variant,2011,149000,Rural,6891.89
1857,Volkswagen,Vento,2013,98000,Sedán,8918.92
7202,Ford,Ranger,2016,11000,Pick-Up,29729.73
6822,Honda,CR-V,2013,96000,SUV,13648.65
9132,Volkswagen,Scirocco,2013,43000,Coupé,15945.95
1608,Ford,Ecosport,2011,103000,SUV,6081.08
4346,Ford,Ecosport,2011,93000,SUV,5270.27
6314,Volkswagen,Amarok,2015,61000,Pick-Up,17567.57
1082,Volkswagen,Amarok,2012,155000,Pick-Up,13378.38
2042,Ford,Ranger,2016,55000,Pick-Up,20810.81
1540,Volkswagen,Suran,2017,25000,Monovolumen,11216.22
576,Volkswagen,Gol Trend,2011,118500,Hatchback,4262.16
5351,Volkswagen,The Beetle,2015,38000,Hatchback,11297.3
724,Ford,Focus II,2011,99900,Hatchback,5808.11
5177,Ford,Ka,2013,53000,Hatchback,4729.73
9322,Ford,Ecosport,2013,66137,SUV,9054.05
3272,Volkswagen,Gol Trend,2016,38000,Hatchback,6675.68
9721,Volkswagen,Suran,2012,76000,Monovolumen,5837.84
4969,Ford,Fiesta Kinetic Design,2012,59000,Hatchback,7837.84
3499,Volkswagen,Gol,2011,93800,Hatchback,3864.86
3007,Ford,Focus II,2012,119700,Hatchback,6216.22
3837,Ford,Ecosport,2011,120000,SUV,5135.14
2480,Volkswagen,Gol Trend,2014,24000,Hatchback,6135.14
9709,Volkswagen,Vento,2011,150000,Sedán,8783.78
8251,Volkswagen,Gol,2012,90000,Hatchback,3783.78
7586,Volkswagen,Gol,2011,124000,Hatchback,4054.05
4620,Volkswagen,Golf,2015,21400,Hatchback,13513.51
4675,Volkswagen,Saveiro,2011,109000,Pick-Up,6486.49
3543,Ford,Fiesta Kinetic Design,2011,95000,Hatchback,5810.81
5762,Ford,Ecosport,2013,62500,SUV,10970.27
2990,Volkswagen,Voyage,2014,31691,Sedán,6486.49
7109,Volkswagen,Suran,2012,87000,Monovolumen,5405.41
233,Ford,Fiesta Kinetic Design,2017,28438,Sedán,11756.76
4941,Volkswagen,Vento,2011,70000,Sedán,10270.27
5229,Volkswagen,Scirocco,2012,123000,Coupé,15270.27
6722,Volkswagen,Saveiro,2011,112000,Pick-Up,6891.89
1021,Ford,Ecosport,2012,78000,SUV,6945.95
4304,Ford,Ka,2012,60000,Hatchback,4189.19
7094,Ford,Focus III,2015,39000,Sedán,9729.73
3417,Ford,Focus II,2013,80781,Sedán,7027.03
2401,Honda,City,2011,128000,Sedán,6621.62
8918,Ford,Focus III,2015,54000,Sedán,14054.05
9306,Ford,Ka,2013,36500,Hatchback,4594.59
9443,Honda,Civic,2013,77000,Sedán,9459.46
4830,Volkswagen,Gol Trend,2015,65000,Hatchback,6756.76
2352,Volkswagen,Vento,2011,130000,Sedán,8107.84
8575,Volkswagen,Gol,2011,109000,Hatchback,3918.92
5067,Ford,Fiesta Kinetic Design,2014,71000,Hatchback,7810.81
1673,Ford,Fiesta Kinetic Design,2011,105000,Hatchback,6891.89
4975,Volkswagen,Golf,2016,43000,Hatchback,12432.43
3016,Volkswagen,Fox,2012,120000,Hatchback,5945.95
1060,Ford,Fiesta Kinetic Design,2014,55000,Hatchback,7432.43
7405,Volkswagen,Bora,2013,112800,Sedán,7297.3
3627,Volkswagen,Amarok,2014,68400,Pick-Up,12162.16
406,Ford,Fiesta Kinetic Design,2017,30000,Hatchback,9729.73
1954,Volkswagen,Gol Trend,2013,69000,Hatchback,5108.11
7346,Volkswagen,Gol Trend,2011,89000,Hatchback,5000.0
4920,Volkswagen,Suran,2011,72000,Monovolumen,5810.81
2483,Volkswagen,Vento,2011,63500,Sedán,9459.46
592,Volkswagen,Suran Cross,2014,58200,Monovolumen,8054.05
3877,Volkswagen,Suran,2012,114000,Monovolumen,6081.08
2302,Volkswagen,Suran,2015,59000,Monovolumen,8513.51
9957,Ford,Ka,2011,64500,Hatchback,3837.84
1058,Volkswagen,Gol,2012,87000,Hatchback,3918.92
1889,Ford,Kuga,2012,96000,SUV,9459.46
1473,Ford,Fiesta Kinetic Design,2011,70000,Hatchback,6756.76
7785,Ford,Ecosport,2016,28500,SUV,8783.78
4241,Volkswagen,Bora,2012,75000,Sedán,6189.19
7673,Ford,Focus III,2014,88000,Hatchback,8108.11
9621,Volkswagen,Gol,2012,104000,Hatchback,4054.05
3364,Ford,Fiesta Kinetic Design,2012,125000,Hatchback,6216.22
2709,Volkswagen,Gol Trend,2015,49000,Hatchback,6675.68
7376,Ford,Ecosport,2014,39000,SUV,10243.24
4218,Volkswagen,Gol Trend,2015,28000,Hatchback,6891.89
8242,Volkswagen,Vento,2013,86000,Sedán,12162.16
9438,Ford,Ranger,2016,6000,Pick-Up,12432.43
9259,Chrysler,Town & Country,2016,47000,Monovolumen,1729.73
2040,Honda,Civic,2011,127000,Sedán,8243.24
5599,Volkswagen,Gol Trend,2015,39000,Hatchback,6891.89
5748,Volkswagen,Polo,2018,7500,Hatchback,11486.49
634,Ford,Ecosport,2011,97000,SUV,6351.35
4759,Ford,Ecosport,2016,32000,SUV,10540.54
6575,Ford,Ka,2012,70000,Hatchback,4594.59
8180,Ford,Focus II,2011,122100,Hatchback,5405.41
9330,Ford,Kuga,2011,80000,SUV,9189.19
374,Volkswagen,Golf,2016,54000,Hatchback,14188.92
5721,Volkswagen,Amarok,2013,129000,Pick-Up,18513.51
8521,Volkswagen,Suran,2012,91590,Monovolumen,5378.38
4249,Volkswagen,Saveiro,2017,10000,Pick-Up,11081.08
6985,Volkswagen,Suran,2011,98000,Monovolumen,5810.81
1463,Ford,Ka,2011,70000,Hatchback,3918.92
2598,Volkswagen,Vento,2012,112000,Sedán,11351.35
7681,Honda,Fit,2014,65000,Hatchback,9459.46
9562,Ford,Ecosport,2014,58000,SUV,9729.73
1591,Ford,Fiesta Kinetic Design,2013,70200,Hatchback,6729.73
809,Volkswagen,Amarok,2015,70000,Pick-Up,25675.68
1218,Ford,Ecosport,2014,52000,SUV,9189.19
5611,Ford,Focus III,2015,25750,Sedán,13513.51
1159,Volkswagen,Crossfox,2012,74200,Hatchback,5675.68
7903,Ford,Fiesta Kinetic Design,2012,120000,Hatchback,5945.95
9722,Volkswagen,Tiguan,2011,120000,SUV,11891.89
7727,Volkswagen,Crossfox,2015,35000,Hatchback,9324.32
9756,Ford,Ranger,2015,44000,Pick-Up,16756.76
8794,Volkswagen,Amarok,2013,85000,Pick-Up,14054.05
307,Ford,Focus III,2016,30000,Hatchback,12027.03
8917,Volkswagen,Saveiro,2016,51000,Pick-Up,6756.76
3936,Volkswagen,Vento,2013,78500,Sedán,9135.14
3341,Volkswagen,Amarok,2012,98000,Pick-Up,15135.14
1900,Volkswagen,Amarok,2013,95000,Pick-Up,17297.3
9533,Volkswagen,Amarok,2018,11700,Pick-Up,19189.19
4437,Ford,Fiesta Kinetic Design,2015,40000,Hatchback,9459.46
2416,Volkswagen,Gol Trend,2014,83380,Hatchback,5135.14
3132,Volkswagen,Amarok,2011,170000,Pick-Up,12972.97
2207,Mercedes Benz,Clase C,2011,129800,Sedán,13242.97
3582,Volkswagen,Gol Trend,2015,61000,Hatchback,6756.76
9810,Volkswagen,Gol Trend,2017,15000,Hatchback,7567.57
5612,Volkswagen,Voyage,2013,101000,Sedán,5135.14
1431,Volkswagen,Saveiro,2012,57000,Pick-Up,6027.03
9271,Ford,Focus III,2018,12360,Hatchback,17659.46
8302,Ford,Ranger,2014,76000,Pick-Up,14864.86
9421,Volkswagen,Amarok,2015,27000,Pick-Up,18108.11
3908,Honda,City,2012,94000,Sedán,6486.49
5238,Ford,Fiesta Kinetic Design,2014,79000,Hatchback,9432.43
670,Volkswagen,Suran,2014,79000,Monovolumen,6891.97
6377,Mercedes Benz,Clase C,2012,136986,Sedán,16756.76
6063,Volkswagen,Vento,2015,35000,Sedán,10540.54
4980,Volkswagen,Gol Trend,2011,110000,Hatchback,5675.68
3160,Ford,Focus II,2012,128000,Hatchback,6081.08
9445,Volkswagen,Amarok,2014,85794,Pick-Up,14459.46
6119,Ford,Fiesta Kinetic Design,2014,84000,Hatchback,7162.16
5138,Ford,Ecosport,2014,100000,SUV,9459.46
7279,Volkswagen,Suran,2011,50000,Monovolumen,5802.7
4880,Ford,Focus II,2013,74000,Sedán,8594.59
5566,Ford,Fiesta Kinetic Design,2018,6500,Sedán,9729.73
1581,Ford,Ranger,2011,105000,Pick-Up,8918.92
625,Ford,Focus III,2015,48000,Sedán,8918.92
1173,Volkswagen,Crossfox,2012,73500,Hatchback,6351.35
6785,Ford,Ecosport,2013,56000,SUV,9454.05
7455,Ford,Ecosport,2011,71000,SUV,6756.76
8947,Volkswagen,Bora,2012,103000,Sedán,6215.86
4971,Honda,CR-V,2012,105000,SUV,12432.43
3722,Volkswagen,Vento,2014,54200,Sedán,12427.03
8161,Honda,City,2012,95000,Sedán,6891.89
4230,Mercedes Benz,Clase GLK,2012,165000,SUV,13513.51
4406,Ford,Focus III,2013,59000,Hatchback,11594.59
5772,Volkswagen,Bora,2011,99100,Sedán,5945.95
9239,Volkswagen,Gol,2011,79000,Hatchback,3783.78
6402,Volkswagen,Amarok,2015,45000,Pick-Up,24729.73
5393,Ford,Ecosport,2013,60000,SUV,9972.97
4926,Volkswagen,Saveiro,2015,87000,Pick-Up,8783.78
8502,Volkswagen,Gol Trend,2013,111000,Hatchback,4864.86
1118,Volkswagen,Gol Trend,2014,78000,Hatchback,5540.54
6561,Ford,Focus III,2014,59000,Hatchback,8378.38
7527,Volkswagen,Gol Trend,2013,65000,Hatchback,5135.14
2607,Ford,Focus II,2013,80000,Hatchback,7837.84
4902,Ford,Focus III,2014,77800,Hatchback,11837.84
3134,Volkswagen,Up!,2015,39000,Hatchback,7297.3
6531,Ford,Focus II,2012,120000,Hatchback,6216.22
4770,Volkswagen,Amarok,2015,80000,Pick-Up,22702.7
8469,Volkswagen,Suran,2012,110000,Monovolumen,6459.46
3790,Volkswagen,Fox,2013,62000,Hatchback,6621.62
5836,Volkswagen,Suran,2013,121000,Monovolumen,6756.76
4744,Volkswagen,Gol,2012,67000,Hatchback,3648.65
2051,Volkswagen,Saveiro,2012,125000,Pick-Up,5000.0
6380,Volkswagen,Amarok,2012,174150,Pick-Up,12837.84
7044,Ford,Ka,2011,53000,Hatchback,4189.19
9584,Ford,Fiesta Kinetic Design,2014,37000,Sedán,7972.97
976,Ford,Ecosport,2013,78000,SUV,8891.89
4104,Volkswagen,Amarok,2013,167090,Pick-Up,14864.86
2855,Volkswagen,Vento,2011,125000,Sedán,8648.65
8923,Honda,Fit,2012,87000,Hatchback,7835.14
9224,Ford,Fiesta Kinetic Design,2014,43000,Hatchback,10000.0
8073,Ford,Focus II,2013,103000,Hatchback,5810.81
4072,Ford,Fiesta Kinetic Design,2011,110000,Hatchback,6486.49
2002,Ford,Ecosport,2012,104000,SUV,5378.38
6084,Volkswagen,Amarok,2014,135000,Pick-Up,12918.92
9460,Volkswagen,Saveiro,2014,75000,Pick-Up,8513.51
6647,Volkswagen,Golf,2012,65000,Hatchback,16621.62
3112,Volkswagen,Amarok,2014,88000,Pick-Up,19459.46
7848,Volkswagen,Vento,2011,130000,Sedán,9054.05
2541,Volkswagen,Vento,2011,108000,Sedán,7972.97
6389,Volkswagen,Gol Country,2012,81000,Rural,4567.57
778,Ford,Fiesta Kinetic Design,2014,57664,Hatchback,8108.11
9471,Ford,Fiesta Kinetic Design,2015,65000,Hatchback,9702.7
1737,Volkswagen,Amarok,2013,150000,Pick-Up,13648.65
6939,Ford,Focus III,2017,7900,Hatchback,16486.49
4462,Volkswagen,Bora,2011,118000,Sedán,7027.03
1069,Volkswagen,Gol,2011,105000,Hatchback,3513.51
6179,Volkswagen,Vento,2014,54500,Sedán,9324.32
2487,Ford,Fiesta Kinetic Design,2015,47000,Hatchback,7027.03
5045,Ford,Fiesta Kinetic Design,2018,22000,Hatchback,12648.65
4123,Volkswagen,Vento,2013,100000,Sedán,8918.92
4049,Ford,Fiesta Kinetic Design,2014,52000,Sedán,7432.43
1350,Volkswagen,Tiguan,2011,130000,SUV,9594.59
8547,Ford,Ranger,2011,160000,Pick-Up,7567.57
9785,Ford,Ecosport,2011,150000,SUV,4864.86
9994,Ford,Focus III,2016,18000,Hatchback,10000.0
1651,Volkswagen,Gol,2011,58000,Hatchback,4054.05
7171,Ford,Fiesta,2015,49000,Hatchback,7432.43
3448,Volkswagen,Saveiro,2015,64500,Pick-Up,10270.27
7589,Volkswagen,Up!,2015,70000,Hatchback,6540.54
3147,Ford,Focus II,2012,67150,Sedán,6621.62
1085,Volkswagen,Vento,2015,39000,Sedán,12432.43
3250,Volkswagen,Gol Trend,2012,60500,Hatchback,5675.68
1917,Volkswagen,Gol Trend,2011,99850,Hatchback,5945.95
8857,Volkswagen,Amarok,2011,138000,Pick-Up,10540.54
3352,Volkswagen,Vento,2014,43500,Sedán,12027.03
6428,Ford,Ka,2014,97000,Hatchback,4189.19
5470,Honda,Fit,2012,70000,Hatchback,8645.95
3975,Volkswagen,Gol,2011,54000,Hatchback,4189.19
2209,Ford,Ecosport,2013,78000,SUV,10675.68
1064,Ford,Ranger,2016,42000,Pick-Up,16216.22
1572,Ford,Ranger,2012,128000,Pick-Up,14729.73
1478,Volkswagen,Bora,2014,35000,Sedán,9729.73
6245,Ford,Ecosport,2014,64000,SUV,9054.05
3404,Ford,Focus III,2015,60000,Hatchback,8513.51
4573,Ford,Ecosport,2016,18000,SUV,8621.62
4420,Volkswagen,Voyage,2013,68000,Sedán,6621.62
1125,Volkswagen,The Beetle,2015,17000,Hatchback,16216.22
2643,Ford,Focus II,2014,49000,Hatchback,7810.81
5429,Ford,Ka,2012,83000,Hatchback,4054.05
6487,Volkswagen,Amarok,2015,34300,Pick-Up,18108.11
6567,Volkswagen,The Beetle,2016,14000,Hatchback,381.08
6637,Volkswagen,Saveiro,2012,115000,Pick-Up,5405.41
1250,Volkswagen,Suran Cross,2016,31300,Monovolumen,9594.59
3770,Volkswagen,Suran,2012,98000,Monovolumen,6486.49
7535,Volkswagen,Gol,2013,68000,Hatchback,4324.32
8372,Volkswagen,Gol,2011,54500,Hatchback,4054.05
9350,Volkswagen,Suran,2012,47700,Monovolumen,6216.22
6651,Volkswagen,Gol Trend,2014,50000,Hatchback,6486.49
7577,Volkswagen,Fox,2011,86000,Hatchback,5675.68
7925,Volkswagen,Suran Cross,2016,42000,Monovolumen,12162.16
8195,Ford,Focus III,2015,61000,Hatchback,7837.84
639,Ford,Fiesta Kinetic Design,2011,100000,Hatchback,5540.54
8696,Honda,Civic,2013,94200,Sedán,10513.51
2731,Volkswagen,Fox,2012,115000,Hatchback,5810.81
2775,Volkswagen,Vento,2013,89000,Sedán,12432.43
8412,Volkswagen,Gol Trend,2014,62300,Hatchback,6351.35
2153,Volkswagen,Vento,2015,67001,Sedán,10810.78
3011,Ford,Fiesta Kinetic Design,2014,50000,Hatchback,9864.86
9522,Volkswagen,Vento,2014,48000,Sedán,10270.27
7509,Ford,Kuga,2011,90000,SUV,13486.49
6906,Ford,Focus III,2016,36000,Hatchback,12162.16
5654,Volkswagen,Saveiro,2016,57000,Pick-Up,10540.54
8818,Volkswagen,Gol Trend,2012,110000,Hatchback,5000.0
3190,Volkswagen,Gol,2011,60000,Hatchback,3783.78
2201,Ford,Fiesta Kinetic Design,2015,45000,Hatchback,9594.59
4318,Volkswagen,Gol,2011,150000,Hatchback,4054.05
7248,Ford,Ecosport,2015,56000,SUV,10000.0
9853,Ford,Ecosport,2011,89000,SUV,6891.89
2004,Ford,Ranger,2014,86000,Pick-Up,16756.76
3140,Volkswagen,Amarok,2015,43000,Pick-Up,20270.27
7896,Volkswagen,Vento Variant,2013,99000,Rural,9459.46
4869,Volkswagen,Gol Trend,2013,90000,Hatchback,4864.86
1116,Honda,Civic,2013,70000,Sedán,11621.62
7518,Honda,CR-V,2013,90000,SUV,20270.27
6893,Volkswagen,Scirocco,2012,90000,Coupé,12972.97
4670,Ford,Focus III,2015,40000,Hatchback,8783.78
3893,Ford,Ranger,2011,82000,Pick-Up,11486.49
4456,Ford,Ranger,2014,70000,Pick-Up,14864.86
4243,Ford,Focus III,2017,23000,Sedán,17837.84
7260,Volkswagen,Polo,2016,43000,Hatchback,9810.81
4221,Volkswagen,Suran,2012,110000,Monovolumen,6702.7
4629,Volkswagen,The Beetle,2016,33000,Hatchback,16216.22
656,Ford,Fiesta Kinetic Design,2014,46000,Hatchback,6756.76
1858,Volkswagen,Suran,2012,120000,Monovolumen,5945.95
3878,Volkswagen,Fox,2011,99000,Hatchback,4864.86
8726,Mercedes Benz,Clase SLK,2011,24000,Cabriolet,1310.81
9115,Ford,Ranger,2017,8000,Pick-Up,17837.84
9934,Volkswagen,Amarok,2013,57000,Pick-Up,12162.16
111,Volkswagen,Gol,2011,117000,Hatchback,3283.78
4289,Volkswagen,Scirocco,2012,75000,Coupé,15675.68
5871,Ford,Fiesta Kinetic Design,2013,61800,Sedán,7621.62
1733,Volkswagen,Gol Trend,2011,79000,Hatchback,5378.38
143,Honda,Fit,2012,85000,Hatchback,6216.22
9786,Ford,Ranger,2016,47000,Pick-Up,18648.65
2408,Volkswagen,Gol Trend,2011,96900,Hatchback,4729.73
4948,Volkswagen,Golf,2015,79000,Hatchback,11081.08
2318,Volkswagen,Scirocco,2012,110000,Coupé,13918.92
1460,Volkswagen,Suran,2013,70000,Monovolumen,7021.62
4726,Honda,CR-V,2011,87000,SUV,10540.54
2509,Volkswagen,Amarok,2014,115000,Pick-Up,17567.57
7698,Ford,Fiesta Kinetic Design,2012,95000,Hatchback,7027.03
5784,Volkswagen,Suran,2014,65500,Monovolumen,6432.43
2242,Volkswagen,Gol,2012,112000,Hatchback,3918.92
3167,Volkswagen,Amarok,2012,100000,Pick-Up,11351.35
1689,Ford,Ecosport,2016,39300,SUV,13108.11
3105,Volkswagen,Vento,2012,112000,Sedán,7837.84
9281,Volkswagen,Gol,2013,60000,Hatchback,4459.46
8068,Ford,Focus III,2016,40000,Sedán,14051.35
1535,Ford,Focus III,2015,49000,Sedán,12162.16
7071,Ford,Ecosport,2012,100000,SUV,6756.76
8793,Ford,Ecosport,2015,39000,SUV,9051.35
3617,Volkswagen,Amarok,2016,28000,Pick-Up,19189.19
5165,Volkswagen,Amarok,2013,150000,Pick-Up,16081.08
9625,Ford,Fiesta Kinetic Design,2011,120000,Hatchback,7027.03
9301,Volkswagen,Suran,2013,112000,Monovolumen,5891.89
4537,Volkswagen,Gol Trend,2014,39000,Hatchback,5675.68
254,Volkswagen,Golf,2015,58000,Hatchback,11351.35
271,Volkswagen,Gol,2011,90000,Hatchback,4054.05
1278,Ford,Ecosport,2011,68000,SUV,6972.97
5514,Ford,Ranger,2014,102800,Pick-Up,14189.19
2347,Ford,Ranger,2015,74000,Pick-Up,17027.03
3460,Volkswagen,Vento,2011,76000,Sedán,10135.14
503,Ford,Ka,2014,50000,Hatchback,5135.14
2829,Volkswagen,Gol Trend,2015,61000,Hatchback,5675.68
913,Volkswagen,Gol Trend,2014,48000,Hatchback,5405.38
1588,Mercedes Benz,Clase C,2011,65000,Sedán,14864.86
4747,Volkswagen,Amarok,2013,125000,Pick-Up,14864.86
8477,Volkswagen,Saveiro,2013,95000,Pick-Up,6702.7
9955,Volkswagen,Vento,2013,60000,Sedán,12432.43
9596,Volkswagen,Fox,2014,37600,Hatchback,7567.57
7128,Volkswagen,Saveiro,2015,54000,Pick-Up,7702.7
8880,Mercedes Benz,Clase C,2012,87000,Sedán,18918.92
4628,Volkswagen,Bora,2014,87000,Sedán,7891.89
486,Ford,Ka,2012,42700,Hatchback,4816.22
8272,Volkswagen,Gol Trend,2014,47000,Hatchback,5810.81
6338,Ford,Ka,2011,126000,Hatchback,4054.05
3653,Ford,Fiesta Kinetic Design,2013,65000,Hatchback,6756.76
8905,Volkswagen,Saveiro,2016,55000,Pick-Up,8918.92
389,Volkswagen,Amarok,2011,165000,Pick-Up,12567.57
7508,Ford,Ranger,2011,120000,Pick-Up,7837.84
878,Volkswagen,Passat,2011,85000,Sedán,11081.08
8178,Ford,Ka,2012,100800,Hatchback,5000.0
7332,Ford,Fiesta Kinetic Design,2014,61000,Hatchback,8513.51
9788,Volkswagen,Suran,2011,140000,Monovolumen,5810.81
8957,Volkswagen,Gol,2012,49000,Hatchback,4000.0
4814,Ford,Ka,2013,60000,Hatchback,4324.32
1791,Volkswagen,Vento,2014,39000,Sedán,11351.35
3661,Volkswagen,Gol,2012,86000,Hatchback,4189.19
2687,Ford,Fiesta Kinetic Design,2013,80000,Hatchback,7162.16
6951,Ford,Ranger,2013,64800,Pick-Up,14054.05
152,Volkswagen,Gol Trend,2017,7500,Hatchback,7837.84
5438,Volkswagen,Gol,2014,50000,Hatchback,4054.05
5522,Volkswagen,Bora,2012,115000,Sedán,7297.3
3706,Honda,Fit,2011,68000,Hatchback,7027.03
589,Ford,Focus III,2016,48000,Hatchback,11486.49
8357,Volkswagen,Suran,2013,87000,Monovolumen,7162.16
